ccode,ccode_vdem,country_id_vdem,country,year,trans_year,trans_note,p5_year,trans_p5,bmr_year,trans_bmr,ert_year,trans_ert,row_yr,trans_row,gwf_yr,trans_gwf,tjet_dtrid,isq_dtrid,tjrc_dtrid,dem_bmr,dem_omit_bmr,dem_trans_bmr,polity_p5,polity2_p5,change_p5,regtrans_p5,v2x_regime_ert,v2x_regime_orig,v2x_regime_amb,v2x_polyarchy,reg_type,reg_start_year,reg_end_year,reg_trans,reg_age,dem_spell_id,dem_reversion,dem_ep_start_year,dem_ep_end_year,dem_founding_elec,dem_ep_outcome,aut_ep_start_year,aut_ep_end_year,aut_ep_outcome,aut_founding_elec,regime_gwf,reg_fail_gwf
700,700,36,Afghanistan,1987,,,,,,,,,,,,,,,,0,0,0,-66,,-66,-66,Closed autocracy,0,Closed autocracy,0.083,Autocracy,1900,2023,No regime transition,87,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party-personal,0
700,700,36,Afghanistan,1988,,,,,,,,,,,,,,,,0,0,0,-66,,-66,-66,Closed autocracy,0,Closed autocracy,0.09,Autocracy,1900,2023,No regime transition,88,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party-personal,0
700,700,36,Afghanistan,1989,,,,,,,,,,,,,,,,0,0,0,-8,-8,-1,0,Closed autocracy,0,Closed autocracy,0.092,Autocracy,1900,2023,No regime transition,89,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party-personal,0
700,700,36,Afghanistan,1990,,,,,,,,,,,,,,,,0,0,0,-8,-8,,,Closed autocracy,0,Closed autocracy,0.091,Autocracy,1900,2023,No regime transition,90,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party-personal,0
700,700,36,Afghanistan,1991,,,,,,,,,,,,,,,,0,0,0,-8,-8,,,Closed autocracy,0,Closed autocracy,0.091,Autocracy,1900,2023,No regime transition,91,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party-personal,0
700,700,36,Afghanistan,1992,,,,,,,,,,,,,,,,0,0,0,-77,0,-77,-77,Closed autocracy,0,Closed autocracy,0.094,Autocracy,1900,2023,No regime transition,92,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party-personal,1
700,700,36,Afghanistan,1993,,,,,,,,,,,,,,,,0,0,0,-77,0,-77,-77,Closed autocracy,0,Closed autocracy,0.092,Autocracy,1900,2023,No regime transition,93,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,warlord,0
700,700,36,Afghanistan,1994,,,,,,,,,,,,,,,,0,0,0,-77,0,-77,-77,Closed autocracy,0,Closed autocracy,0.092,Autocracy,1900,2023,No regime transition,94,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,warlord,0
700,700,36,Afghanistan,1995,,,,,,,,,,,,,,,,0,0,0,-77,0,-77,-77,Closed autocracy,0,Closed autocracy,0.092,Autocracy,1900,2023,No regime transition,95,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,warlord,0
700,700,36,Afghanistan,1996,,,,,,,,,,,,,,,,0,0,0,-7,-7,1,0,Closed autocracy,0,Closed autocracy,0.075,Autocracy,1900,2023,No regime transition,96,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,warlord,1
700,700,36,Afghanistan,1997,,,,,,,,,,,,,,,,0,0,0,-7,-7,,,Closed autocracy,0,Closed autocracy,0.072,Autocracy,1900,2023,No regime transition,97,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
700,700,36,Afghanistan,1998,,,,,,,,,,,,,,,,0,0,0,-7,-7,,,Closed autocracy,0,Closed autocracy,0.072,Autocracy,1900,2023,No regime transition,98,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
700,700,36,Afghanistan,1999,,,,,,,,,,,,,,,,0,0,0,-7,-7,,,Closed autocracy,0,Closed autocracy,0.072,Autocracy,1900,2023,No regime transition,99,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
700,700,36,Afghanistan,2000,,,,,,,,,,,,,,,,0,0,0,-7,-7,,,Closed autocracy,0,Closed autocracy,0.072,Autocracy,1900,2023,No regime transition,100,,,2001,2006,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
700,700,36,Afghanistan,2001,,,,,,,2001,36-2001-0,,,,,,,,0,,0,-66,,-66,-66,Closed autocracy,0,Closed autocracy,0.083,Autocracy,1900,2023,No regime transition,101,,,2001,2006,,Stabilized electoral autocracy,,,No autocratization episode during this year,,party,1
700,700,36,Afghanistan,2002,,,,,,,,36-2001-1,,,,,,,,0,,0,-66,,-66,-66,Closed autocracy,0,Closed autocracy,0.225,Autocracy,1900,2023,No regime transition,102,,,2001,2006,,Stabilized electoral autocracy,,,No autocratization episode during this year,,foreign-occupied,0
700,700,36,Afghanistan,2003,,,,,,,,36-2001-2,,,,,,,,0,,0,-66,,-66,-66,Closed autocracy,0,Closed autocracy,0.23,Autocracy,1900,2023,No regime transition,103,,,2001,2006,,Stabilized electoral autocracy,,,No autocratization episode during this year,,foreign-occupied,0
700,700,36,Afghanistan,2004,,,,,,,,36-2001-3,2004,36-2004-0,,,,,,0,0,0,-66,,-66,-66,Electoral autocracy,1,Electoral autocracy,0.24,Autocracy,1900,2023,No regime transition,104,,,2001,2006,,Stabilized electoral autocracy,,,No autocratization episode during this year,,foreign-occupied,0
700,700,36,Afghanistan,2005,,,,,,,,36-2001-4,,36-2004-1,,,,,,0,0,0,-66,,-66,-66,Electoral autocracy,1,Electoral autocracy,0.339,Autocracy,1900,2023,No regime transition,105,,,2001,2006,,Stabilized electoral autocracy,,,No autocratization episode during this year,,foreign-occupied,0
700,700,36,Afghanistan,2006,,,,,,,,36-2001-5,,36-2004-2,,,,,,0,0,0,-66,,-66,-66,Electoral autocracy,1,Electoral autocracy,0.402,Autocracy,1900,2023,No regime transition,106,,,2001,2006,,Stabilized electoral autocracy,,,No autocratization episode during this year,,foreign-occupied,0
700,700,36,Afghanistan,2007,,,,,,,,36-2001-6,,36-2004-3,,,,,,0,0,0,-66,,-66,-66,Electoral autocracy,1,Electoral autocracy,0.402,Autocracy,1900,2023,No regime transition,107,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,foreign-occupied,0
700,700,36,Afghanistan,2008,,,,,,,,36-2001-7,,36-2004-4,,,,,,0,0,0,-66,,-66,-66,Electoral autocracy,1,Electoral autocracy,0.408,Autocracy,1900,2023,No regime transition,108,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,foreign-occupied,0
700,700,36,Afghanistan,2009,,,,,,,,36-2001-8,,36-2004-5,,,,,,0,0,0,-66,,-66,-66,Electoral autocracy,1,Electoral autocracy,0.397,Autocracy,1900,2023,No regime transition,109,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,foreign-occupied,1
700,700,36,Afghanistan,2010,,,,,,,,36-2001-9,,36-2004-6,,,,,,0,0,0,-66,,-66,-66,Electoral autocracy,1,Electoral autocracy,0.378,Autocracy,1900,2023,No regime transition,110,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,personal,0
700,700,36,Afghanistan,2011,,,,,,,,36-2001-10,,36-2004-7,,,,,,0,0,0,-66,,-66,-66,Electoral autocracy,1,Electoral autocracy,0.383,Autocracy,1900,2023,No regime transition,111,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,,
700,700,36,Afghanistan,2012,,,,,,,,36-2001-11,,36-2004-8,,,,,,0,0,0,-66,,-66,-66,Electoral autocracy,1,Electoral autocracy,0.384,Autocracy,1900,2023,No regime transition,112,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,,
700,700,36,Afghanistan,2013,,,,,,,,36-2001-12,,36-2004-9,,,,,,0,0,0,-66,,-66,-66,Electoral autocracy,1,Electoral autocracy,0.383,Autocracy,1900,2023,No regime transition,113,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,,
700,700,36,Afghanistan,2014,,,,,,,,36-2001-13,,36-2004-10,,,,,,0,0,0,-1,-1,6,1,Electoral autocracy,1,Electoral autocracy,0.381,Autocracy,1900,2023,No regime transition,114,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,,
700,700,36,Afghanistan,2015,,,,,,,,36-2001-14,,36-2004-11,,,,,,0,0,0,-1,-1,,,Electoral autocracy,1,Electoral autocracy,0.375,Autocracy,1900,2023,No regime transition,115,,,,,,No democratization episode during this year,2016,2023,No autocratization episode during this year,,,
700,700,36,Afghanistan,2016,,,,,,,,36-2001-15,,36-2004-12,,,,,,0,0,0,-1,-1,,,Electoral autocracy,1,Electoral autocracy,0.352,Autocracy,1900,2023,No regime transition,116,,,,,,No democratization episode during this year,2016,2023,Regressed autocracy,,,
700,700,36,Afghanistan,2017,,,,,,,,36-2001-16,,36-2004-13,,,,,,0,0,0,-1,-1,,,Electoral autocracy,1,Electoral autocracy,0.357,Autocracy,1900,2023,No regime transition,117,,,,,,No democratization episode during this year,2016,2023,Regressed autocracy,,,
700,700,36,Afghanistan,2018,,,,,,,,36-2001-17,,36-2004-14,,,,,,0,0,0,-1,-1,,,Electoral autocracy,1,Electoral autocracy,0.354,Autocracy,1900,2023,No regime transition,118,,,,,,No democratization episode during this year,2016,2023,Regressed autocracy,,,
700,700,36,Afghanistan,2019,,,,,,,,36-2001-18,,36-2004-15,,,,,,0,0,0,,,,,Electoral autocracy,1,Electoral autocracy,0.356,Autocracy,1900,2023,No regime transition,119,,,,,,No democratization episode during this year,2016,2023,Regressed autocracy,,,
700,700,36,Afghanistan,2020,,,,,,,,36-2001-19,,36-2004-16,,,,,,0,0,0,,,,,Electoral autocracy,1,Electoral autocracy,0.361,Autocracy,1900,2023,No regime transition,120,,,,,,No democratization episode during this year,2016,2023,Regressed autocracy,,,
700,700,36,Afghanistan,2021,,,,,,,,36-2001-20,,36-2004-17,,,,,,,,,,,,,Electoral autocracy,1,Electoral autocracy,0.157,Autocracy,1900,2023,No regime transition,121,,,,,,No democratization episode during this year,2016,2023,Regressed autocracy,,,
700,700,36,Afghanistan,2022,,,,,,,,36-2001-21,,36-2004-18,,,,,,,,,,,,,Closed autocracy,0,Closed autocracy,0.079,Autocracy,1900,2023,No regime transition,122,,,,,,No democratization episode during this year,2016,2023,Regressed autocracy,,,
,700,36,Afghanistan,2023,,,,,,,,36-2001-22,,36-2004-19,,,,,,,,,,,,,Closed autocracy,0,Closed autocracy,0.075,Autocracy,1900,2023,No regime transition,123,,,,,,No democratization episode during this year,2016,2023,Regressed autocracy,,,
339,339,12,Albania,1949,,,,,,,,,,,,,,,,0,0,0,-9,-9,,,Closed autocracy,0,Closed autocracy upper bound,0.165,Autocracy,1914,2004,No regime transition,35,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
339,339,12,Albania,1950,,,,,,,,,,,,,,,,0,0,0,-9,-9,,,Closed autocracy,0,Closed autocracy upper bound,0.172,Autocracy,1914,2004,No regime transition,36,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
339,339,12,Albania,1951,,,,,,,,,,,,,,,,0,0,0,-9,-9,,,Closed autocracy,0,Closed autocracy upper bound,0.175,Autocracy,1914,2004,No regime transition,37,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
339,339,12,Albania,1952,,,,,,,,,,,,,,,,0,0,0,-9,-9,,,Closed autocracy,0,Closed autocracy upper bound,0.175,Autocracy,1914,2004,No regime transition,38,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
339,339,12,Albania,1953,,,,,,,,,,,,,,,,0,0,0,-9,-9,,,Closed autocracy,0,Closed autocracy upper bound,0.175,Autocracy,1914,2004,No regime transition,39,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
339,339,12,Albania,1954,,,,,,,,,,,,,,,,0,0,0,-9,-9,,,Closed autocracy,0,Closed autocracy upper bound,0.175,Autocracy,1914,2004,No regime transition,40,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
339,339,12,Albania,1955,,,,,,,,,,,,,,,,0,0,0,-9,-9,,,Closed autocracy,0,Closed autocracy upper bound,0.175,Autocracy,1914,2004,No regime transition,41,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
339,339,12,Albania,1956,,,,,,,,,,,,,,,,0,0,0,-9,-9,,,Closed autocracy,0,Closed autocracy upper bound,0.175,Autocracy,1914,2004,No regime transition,42,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
339,339,12,Albania,1957,,,,,,,,,,,,,,,,0,0,0,-9,-9,,,Closed autocracy,0,Closed autocracy upper bound,0.175,Autocracy,1914,2004,No regime transition,43,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
339,339,12,Albania,1958,,,,,,,,,,,,,,,,0,0,0,-9,-9,,,Closed autocracy,0,Closed autocracy,0.174,Autocracy,1914,2004,No regime transition,44,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
339,339,12,Albania,1959,,,,,,,,,,,,,,,,0,0,0,-9,-9,,,Closed autocracy,0,Closed autocracy,0.173,Autocracy,1914,2004,No regime transition,45,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
339,339,12,Albania,1960,,,,,,,,,,,,,,,,0,0,0,-9,-9,,,Closed autocracy,0,Closed autocracy,0.174,Autocracy,1914,2004,No regime transition,46,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
339,339,12,Albania,1961,,,,,,,,,,,,,,,,0,0,0,-9,-9,,,Closed autocracy,0,Closed autocracy,0.174,Autocracy,1914,2004,No regime transition,47,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
339,339,12,Albania,1962,,,,,,,,,,,,,,,,0,0,0,-9,-9,,,Closed autocracy,0,Closed autocracy upper bound,0.174,Autocracy,1914,2004,No regime transition,48,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
339,339,12,Albania,1963,,,,,,,,,,,,,,,,0,0,0,-9,-9,,,Closed autocracy,0,Closed autocracy upper bound,0.174,Autocracy,1914,2004,No regime transition,49,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
339,339,12,Albania,1964,,,,,,,,,,,,,,,,0,0,0,-9,-9,,,Closed autocracy,0,Closed autocracy upper bound,0.174,Autocracy,1914,2004,No regime transition,50,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
339,339,12,Albania,1965,,,,,,,,,,,,,,,,0,0,0,-9,-9,,,Closed autocracy,0,Closed autocracy upper bound,0.174,Autocracy,1914,2004,No regime transition,51,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
339,339,12,Albania,1966,,,,,,,,,,,,,,,,0,0,0,-9,-9,,,Closed autocracy,0,Closed autocracy upper bound,0.175,Autocracy,1914,2004,No regime transition,52,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
339,339,12,Albania,1967,,,,,,,,,,,,,,,,0,0,0,-9,-9,,,Closed autocracy,0,Closed autocracy upper bound,0.175,Autocracy,1914,2004,No regime transition,53,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
339,339,12,Albania,1968,,,,,,,,,,,,,,,,0,0,0,-9,-9,,,Closed autocracy,0,Closed autocracy upper bound,0.175,Autocracy,1914,2004,No regime transition,54,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
339,339,12,Albania,1969,,,,,,,,,,,,,,,,0,0,0,-9,-9,,,Closed autocracy,0,Closed autocracy upper bound,0.175,Autocracy,1914,2004,No regime transition,55,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
339,339,12,Albania,1970,,,,,,,,,,,,,,,,0,0,0,-9,-9,,,Closed autocracy,0,Closed autocracy upper bound,0.175,Autocracy,1914,2004,No regime transition,56,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
339,339,12,Albania,1971,,,,,,,,,,,,,,,,0,0,0,-9,-9,,,Closed autocracy,0,Closed autocracy upper bound,0.175,Autocracy,1914,2004,No regime transition,57,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
339,339,12,Albania,1972,,,,,,,,,,,,,,,,0,0,0,-9,-9,,,Closed autocracy,0,Closed autocracy upper bound,0.175,Autocracy,1914,2004,No regime transition,58,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
339,339,12,Albania,1973,,,,,,,,,,,,,,,,0,0,0,-9,-9,,,Closed autocracy,0,Closed autocracy upper bound,0.175,Autocracy,1914,2004,No regime transition,59,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
339,339,12,Albania,1974,,,,,,,,,,,,,,,,0,0,0,-9,-9,,,Closed autocracy,0,Closed autocracy upper bound,0.175,Autocracy,1914,2004,No regime transition,60,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
339,339,12,Albania,1975,,,,,,,,,,,,,,,,0,0,0,-9,-9,,,Closed autocracy,0,Closed autocracy upper bound,0.174,Autocracy,1914,2004,No regime transition,61,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
339,339,12,Albania,1976,,,,,,,,,,,,,,,,0,0,0,-9,-9,,,Closed autocracy,0,Closed autocracy upper bound,0.174,Autocracy,1914,2004,No regime transition,62,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
339,339,12,Albania,1977,,,,,,,,,,,,,,,,0,0,0,-9,-9,,,Closed autocracy,0,Closed autocracy upper bound,0.174,Autocracy,1914,2004,No regime transition,63,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
339,339,12,Albania,1978,,,,,,,,,,,,,,,,0,0,0,-9,-9,,,Closed autocracy,0,Closed autocracy upper bound,0.174,Autocracy,1914,2004,No regime transition,64,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
339,339,12,Albania,1979,,,,,,,,,,,,,,,,0,0,0,-9,-9,,,Closed autocracy,0,Closed autocracy upper bound,0.174,Autocracy,1914,2004,No regime transition,65,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
