reparationID,country,ccode_cow,officialName,officialName_en,officialName_en_fr,timeframeCovered,legalBasis,legalInternationalBody,legalBranches,subnational,yearCreated,dateCreated,yearBegin,dateBegin,yearEnd,dateEnd,yearEndAnticipated,statedAims,policyURL,democraticTransitionStarted,fitsPostAutocraticTJ,startedIntraConfl,fitsConflictTJ,ucdpConflictID,reparationConflictDuring,reparationConflictAfter,beneficiariesIdentified,beneficiariesCount,requirementsRegistration,responsibleDepartment,departmentName,departmentStaff,staffCount,funding,harmsMurder,harmsTorture,harmsDetention,harmsDisappearance,harmsChildRecruitment,harmsDisplacement,harmsSexualViolence,sexualViolenceType,harmsOther,genderCrimes,genderWomen,genderMen,lgbtqCrimes,typeInjury,individualReparations,individualReparationsForm,individualReparationsEligible,collectiveReparations,collectiveReparationsForm,collectiveReparationsEligibility,diffAmount,foreclose,outreach,accessibility,rep_paid,individualsRepaired,individualsRepairedEstimate,costEstimate,alteration,alterationName,alterationYear,alterationEffect,tjet_version
103,Canada,20,Agreements-in-Principle on compensation and long-term reform of First Nations child and family services and Jordan's Principle,Agreements-in-Principle on compensation and long-term reform of First Nations child and family services and Jordan's Principle,Accords de principe sur l'indemnisation et la réforme à long terme des services à l'enfance et à la famille des Premières nations et du principe de Jordan,"April 1, 1991 - March 31, 2022",domestic law,,judicial,no,2022,2022-01-04,,,,,,prevention of human rights violations; non-recurrence / non-repetition,https://www.canada.ca/en/indigenous-services-canada/news/2022/01/agreements-in-principle-reached-on-compensation-and-long-term-reform-of-first-nations-child-and-family-services-and-jordans-principle.html,0,0,0,0,,0,0,other,,,,,,,state government,0,0,0,0,0,0,0,,1,,,,,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations)",yes,compensation (monetary compensation for any economically assessable damage),victims,yes,"social services (e.g. creating, reforming, and/or funding health or educational services, job training services, legal or housing assistance services, etc., to benefit the victim community[ies])","social identity-based community (group of individuals who share a cultural, ethnic, racial, or other identity)",,,,,0,,,approx $40 billion CAD ($31.5 billion USD) budgeted in the Agreements in Principle,,,,,2025-12-16
66,Chile,155,"Ley 19.123: Crea Corporación Nacional de Reparación y Reconciliación, Establece Pension de Reparación y Otorga Otros Beneficios en Favor de Personas que Señala","Law 19.123: Creates the National Corporation for Reparation and Reconciliation, Establishes a Reparation Pension and Grants Other Benefits in Favor of the Persons It Names","La loi 19.123 : crée la Corporation nationale pour la réparation et la réconciliation, établit une pension de réparation et accorde d'autres avantages en faveur des personnes qu'elle désigne.","September 11, 1973 – March 11, 1990",domestic law,,legislative act,no,1992,1992-02-08,1992,1992-12-01,1996,1996-01-01,,reconciliation,https://pdh.minjusticia.gob.cl/wp-content/uploads/2015/12/Ley_19123.pdf; https://www.bcn.cl/leychile/navegar?idNorma=30490,1,1,1,0,,0,0,application process; list of victims in the truth commission or recognized truth process,4397,yes,yes,National Corporation for Reparations and Reconciliation,yes,15,state government,1,0,0,1,0,0,0,,0,no,,,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations); economic (loss of income, job/employment, assets, or property resulting from violations)",yes,"compensation (monetary compensation for any economically assessable damage); rehabilitation (UNGA: ""medical and pyschological care as well as legal and social services"")",relatives of victims; victims,no,,,yes,no,yes,,1,5794,4794,"USD$8,240,905 + USD$1149008 in educational benefits",yes,,2004,expanded reparations policy,2025-12-16
67,Chile,155,Ley 19.992: Establece Pension De Reparacion Y Otorga Otros Beneficios A Favor De Las Personas Que Indica,Law 19.992: Establishes a Compensation Pension and Grants Other Benefits in Favor of the Persons It Indicates,Loi 19.992 : création d'une pension de compensation et octroi d'autres prestations en faveur des personnes qu'elle désigne,"September 11, 1973 – March 11, 1990",domestic law,,legislative act,,2004,2004-12-17,2004,2004-12-24,2005,2005-05-31,,no stated goals,https://www.bcn.cl/leychile/navegar?idNorma=233930&idVersion=2009-12-10&idParte=8652106,1,1,1,0,,0,0,application process; list of victims in the truth commission or recognized truth process,28459,yes,yes,National Commission for Political Imprisonment and Torture (known as the Valech Commission) and the Human Rights Ministry,yes,,state government,0,1,1,0,0,0,1,rape,0,no,,,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations); mental/emotional (psychological or mental health challenge or condition resulting from violations); economic (loss of income, job/employment, assets, or property resulting from violations)",yes,"compensation (monetary compensation for any economically assessable damage); restitution (UNGA: ""restore the victim to the original situation before the gross violations of international human rights law or serious violations of international humanitarian law occurred""); rehabilitation (UNGA: ""medical and pyschological care as well as legal and social services"")",relatives of victims; victims,no,,,yes,no,no,,1,29795,29795,USD$400 million/year = USD$6.8 billion,yes,,2011 and 2015,expanded reparations policy,2025-12-16
71,Colombia,100,Law 975: Justice and Peace Law,Law 975: Justice and Peace Law,Droit 975 : Droit de la justice et de la paix,1985-2005,domestic law,,legislative act,no,2005,2005-07-25,2006,2006-01-01,2011,,,reconciliation; recognition; accountability; coexistence,https://reparations.qub.ac.uk/assets/uploads/law-975-ingls-1.pdf https://www.fiscalia.gov.co/colombia/wp-content/uploads/2013/04/Ley-975-del-25-de-julio-de-2005-concordada-con-decretos-y-sentencias-de-constitucionalidad.pdf,0,0,1,1,289,1,0,application process,500000,yes,yes,"National Commission on Reparation and Reconciliation, National Prosecutorial Unit for Justice and Peace (Unidad Nacional de Fiscalía para la Justicia y la Paz)",yes,300,state government; domestic donor; foreign donor,1,1,1,1,1,0,1,other; rape; sexual slavery,0,yes,yes,no,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations); mental/emotional (psychological or mental health challenge or condition resulting from violations); fundamental rights (loss of rights like citizenship, freedom of religion or expression, etc. resulting from violations); economic (loss of income, job/employment, assets, or property resulting from violations)",yes,"compensation (monetary compensation for any economically assessable damage); restitution (UNGA: ""restore the victim to the original situation before the gross violations of international human rights law or serious violations of international humanitarian law occurred""); rehabilitation (UNGA: ""medical and pyschological care as well as legal and social services"")",relatives of victims; victims,yes,"symbolic (memorials, apologies, museums, etc); social services (e.g. creating, reforming, and/or funding health or educational services, job training services, legal or housing assistance services, etc., to benefit the victim community[ies]); collective compensation (lump sum provided to a community)","social identity-based community (group of individuals who share a cultural, ethnic, racial, or other identity); geographic-based group (group of individuals with the same relation to a location)",yes,no,no,confidentiality provisions for sensitive topics like sexual and gender-based violence; case worker services or other application assistance available,1,9081,9081,"USD $32,606,694",yes,2006: Gustavo Gallón Giraldo v. Colombia / 2008: Decree 1290/2008,2006 and 2008,expanded reparations policy,2025-12-16
72,Colombia,100,Ley 1448 De 2011 / Ley de Víctimas y Restitución de Tierras,Law 1448: Law on Victims and Land Restitution,Loi 1448 : loi sur les victimes et la restitution des terres,1985-present,domestic law,,executive; legislative act,no,2011,2011-06-11,2012,2012-01-01,2016,2030-08-31,2030,non-recurrence / non-repetition; recognition; restitution,English: https://reparations.qub.ac.uk/assets/uploads/Victims-Law-1448-2011.pdf Spanish: https://www.unidadvictimas.gov.co/sites/default/files/documentosbiblioteca/ley-1448-de-2011.pdf,0,0,1,1,289,1,0,application process; other,9263826,yes,yes,Victims Unit,yes,3000,state government,1,1,1,1,1,1,1,forced pregnancy; rape; sexual slavery; forced sterilization; forced prostitution,0,yes,yes,no,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations); mental/emotional (psychological or mental health challenge or condition resulting from violations); fundamental rights (loss of rights like citizenship, freedom of religion or expression, etc. resulting from violations); economic (loss of income, job/employment, assets, or property resulting from violations)",yes,"compensation (monetary compensation for any economically assessable damage); restitution (UNGA: ""restore the victim to the original situation before the gross violations of international human rights law or serious violations of international humanitarian law occurred""); rehabilitation (UNGA: ""medical and pyschological care as well as legal and social services"")",relatives of victims; victims,yes,"physical infrastructure (e.g. building dams, roads, bridges, or providing clean water, etc); symbolic (memorials, apologies, museums, etc); social services (e.g. creating, reforming, and/or funding health or educational services, job training services, legal or housing assistance services, etc., to benefit the victim community[ies]); collective compensation (lump sum provided to a community)","social identity-based community (group of individuals who share a cultural, ethnic, racial, or other identity); geographic-based group (group of individuals with the same relation to a location)",yes,no,yes,confidentiality provisions for sensitive topics like sexual and gender-based violence; case worker services or other application assistance available; policy available in multiple languages; offices located around the country,1,1295568,1295568,USD$2.2 billion in reparations so far,yes,,2013,expanded reparations policy,2025-12-16
80,Cote d'Ivoire,437,National Commission for Reconciliation and Compensation for Victims (CONARIV),National Commission for Reconciliation and Compensation for Victims,Commission nationale pour la réconciliation et l'indemnisation des victimes,1990-2011,domestic law; truth commission,,legislative act,no,2015,2015-05-24,,,2017,2017-07-03,,,No policy available. CDVR final report: https://www.gouv.ci/doc/presse/1477497207RAPPORT%20FINAL_CDVR.pdf,1,1,1,1,419,0,1,list of victims in the truth commission or recognized truth process,316954,don't know,yes,National Commission for Reconciliation and Compensation for Victims (CONARIV) oversees the reparations program; National Program for Social Cohesion (PNCS) implements the program,yes,,state government,0,0,0,0,0,0,0,,1,don't know,,,don't know,,yes,"compensation (monetary compensation for any economically assessable damage); rehabilitation (UNGA: ""medical and pyschological care as well as legal and social services"")",,don't know,,,don't know,don't know,,,1,4500 victims received reparations in the initial round in 2015,4500,The first round of reparations in 2015 cost 6-8 billion FCFA (US $10-13 million),,,,,2025-12-16
74,Croatia,344,NN 64/15: Law on the Rights of Victims of Sexual Violence during the Armed Aggression against the Republic of Croatia in the Homeland War,NN 64/15: Law on the Rights of Victims of Sexual Violence during the Armed Aggression against the Republic of Croatia in the Homeland War,NN 64/15 : Loi sur les droits des victimes de violences sexuelles lors de l'agression armée contre la République de Croatie pendant la guerre intérieure,08/05/1990-06/30/1996,domestic law,,legislative act,,2015,2015-05-29,2016,2016-01-01,,,,no stated goals,https://reparations.qub.ac.uk/assets/uploads/Law-on-the-Rights-of-Victims-of-Sexual-Violence-during-the-Armed-Aggression-against-the-Republic-of-Croatia-in-the-Homeland-War.pdf,1,0,1,1,390,0,1,application process,146,yes,yes,Commission for Victims of Sexual Violence,yes,7,state government,0,0,0,0,0,0,1,forced pregnancy; other; rape; sexual slavery; forced sterilization; forced prostitution,0,no,,,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations); mental/emotional (psychological or mental health challenge or condition resulting from violations); fundamental rights (loss of rights like citizenship, freedom of religion or expression, etc. resulting from violations)",yes,"restitution (UNGA: ""restore the victim to the original situation before the gross violations of international human rights law or serious violations of international humanitarian law occurred""); rehabilitation (UNGA: ""medical and pyschological care as well as legal and social services"")",relatives of victims; victims,no,,,yes,no,no,confidentiality provisions for sensitive topics like sexual and gender-based violence; case worker services or other application assistance available; policy available in multiple languages; offices located around the country,1,76,76,"900,000 euros",yes,NN 98/19,2019,expanded reparations policy,2025-12-16
92,Czechia,315,(Czechoslovakia) Act No. 119/1990 on Judicial Rehabilitation,Act on Judicial Rehabilitation (Act No. 119/1990),Loi sur la réhabilitation judiciaire (loi n° 119/1990),25 February 1948 (the communist takeover) to 29 December 1989 (the election of Va´clav Havel as president),domestic law,,legislative act,no,1990,,,,1992,,,restitution; rehabilitation; other (specify below),http://www.proyectos.cchs.csic.es/transitionaljustice/sites/default/files/maps/info/personal-rehabilitation/czech_judicial_rehabilitation_1990.pdf,1,1,0,0,,0,0,,,no,don't know,,,,state government,1,0,1,0,0,0,0,,0,no,,,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations); economic (loss of income, job/employment, assets, or property resulting from violations)",yes,"compensation (monetary compensation for any economically assessable damage); restitution (UNGA: ""restore the victim to the original situation before the gross violations of international human rights law or serious violations of international humanitarian law occurred""); rehabilitation (UNGA: ""medical and pyschological care as well as legal and social services"")",relatives of victims; victims,no,,,no,no,no,,1,"According to official statistics, between 1990-2, between July 1990 and December 1992, over 36,000 rehabilitated individuals were indemnified",36000,"Between July 1990 and December 1992, $80 million was spent on reparations. Unclear which policies this money was spent under.",no,,,,2025-12-16
130,Czechia,316,Act No. 297/2021,Act No. 297/2021,Loi n° 297/2021,"July 1, 1966 - March 31, 2012",domestic law,,legislative act,no,2021,2021-07-22,2022,2022-01-01,,2025-01-01,2025,no stated goals,chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.mzcr.cz/wp-content/uploads/2021/09/Postup-pri-podani-zadosti-o-priznani-naroku-na-poskytnuti-jednorazove-penezni-castky-osobam-sterilizovanym-v-rozporu-s-pravem.pdf,1,0,0,0,,0,0,application process,439,yes,yes,"Legal department of the Ministry of Health, Department of Administrative Agendas",yes,,state government,0,0,0,0,0,0,1,forced sterilization,0,no,,,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations)",yes,compensation (monetary compensation for any economically assessable damage),victims,no,,,no,no,no,,1,140,140,"“...the Czech state initially seems to have only set aside enough funds to cover the payouts for roughly 100 women – a figure 300 lower than its officials estimated would be eligible, and many thousands lower than the number of original victims. In March 2021, Helena Valkova, a former Minister of Justice who also served as a government human rights commissioner, told the Czech parliament that some 400 women were likely to be eligible for compensation. But in an e-mail to BIRN on September 23, 2022, the Czech Ministry of Health said it was making the payouts out of a fund of 32 million Czech crowns, or 1.3 million euros – a sum that would only cover the cost of 106 claims worth 300,000 crowns each.” (Koslerova, Anna. “Flawed Payouts Defer Justice for Czech Roma Women Sterilised by the State.” Balkan Insight (blog), October 27, 2022. https://balkaninsight.com/2022/10/27/flawed-payouts-defer-justice-for-czech-roma-women-sterilised-by-the-state/.)",no,,,,2025-12-16
59,Ecuador,130,Ley Reparacion Victimas Judicializacion Violaciones Derechos Humanos,Victim's Reparation Law Victim's Reparation Law Human Rights Violations Judicialization,Loi sur la réparation des victimes Loi sur la réparation des victimes Violations des droits de la personne Judiciarisation,12/4/1983-12/31/2008,domestic law,,legislative act,,2013,2013-12-05,2013,2013-12-13,,,,prevention of human rights violations; recognition; accountability,https://www.dpe.gob.ec/lotaip/pdfjulio/JURIDICO/a2/LO_VICTIMAS.pdf,1,1,0,0,,0,0,list of victims in the truth commission or recognized truth process,456,yes,yes,The Ministry of Justice and Human Rights,yes,,state government,1,1,1,1,0,0,1,rape,0,no,,,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations); economic (loss of income, job/employment, assets, or property resulting from violations)",yes,"compensation (monetary compensation for any economically assessable damage); rehabilitation (UNGA: ""medical and pyschological care as well as legal and social services"")",relatives of victims; victims,no,,,yes,don't know,no,,1,As of May 2017: 328,328,"USD$4,329,990 as of 2019.",no,,,,2025-12-16
58,El Salvador,92,Executive Decree 204: Reparations Program for Victims of Serious Human Rights Violations Committed during the Internal Armed Conflict,Executive Decree 204: Reparations Program for Victims of Serious Human Rights Violations Committed during the Internal Armed Conflict,Décret exécutif 204 : Programme de réparation pour les victimes de violations graves des droits de la personne commises pendant le conflit armé interne,"Violations before January 16, 1992. Presumably the violations would have had to occur from 1980-1992.",domestic law,,executive,no,2013,2013-10-23,2015,2015-01-01,2019,2019-01-01,,non-recurrence / non-repetition; recognition; compensation,https://www.jurisprudencia.gob.sv/DocumentosBoveda/D/2/2010-2019/2013/10/A300B.PDF,1,0,1,1,316,0,1,application process,5000,yes,yes,CODREVIDH,no,,state government,1,1,0,1,0,0,1,rape,0,no,,,no,"economic (loss of income, job/employment, assets, or property resulting from violations)",yes,"compensation (monetary compensation for any economically assessable damage); rehabilitation (UNGA: ""medical and pyschological care as well as legal and social services"")",relatives of victims; victims,no,,,yes,don't know,no,,1,"4,462",4462,"USD $725,140",yes,,2016,expanded reparations policy,2025-12-16
82,Estonia,366,Persons Repressed by Occupying Powers Act,Persons Repressed by Occupying Powers Act,Personnes réprimées par la loi sur les puissances occupantes,06/16/1940-08/20/1991,domestic law,,legislative act,,2003,2003-12-17,2004,2004-01-01,,,,rehabilitation,https://reparations.qub.ac.uk/assets/uploads/2003-Estonia-Rehabilitation-Act.pdf,1,1,0,0,,0,0,application process,,yes,yes,Ministry of Social Affairs,yes,,state government,1,0,1,0,0,1,0,,1,no,,,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations); mental/emotional (psychological or mental health challenge or condition resulting from violations); economic (loss of income, job/employment, assets, or property resulting from violations)",yes,"compensation (monetary compensation for any economically assessable damage); rehabilitation (UNGA: ""medical and pyschological care as well as legal and social services"")",relatives of victims; victims,no,,,yes,don't know,no,,0,"There is no publicly available data regarding expenses, applications, or number of beneficiaries.",,,don't know,,,,2025-12-16
91,Gambia,420,"Truth, Reconciliation, and Reparations Commission: Reparations Policy and Regulations","Truth, Reconciliation, and Reparations Commission: Reparations Policy and Regulations","Commission pour la vérité, la réconciliation et les réparations : Politique et règlement sur les réparations",July 1994-January 2017,truth commission,,,,2021,,2021,,,,,non-recurrence / non-repetition; restitution; compensation; rehabilitation; other (specify below),https://www.justiceinfo.net/wp-content/uploads/Volume-16-Reparations-Reconciliation.pdf,1,1,1,0,,0,0,application process; list of victims in the truth commission or recognized truth process,1009,don't know,yes,"Truth, Reconciliation and Reparations Commission and its various committees, including the Reparations Committee",yes,5,state government; foreign donor,1,1,1,1,0,0,1,rape,1,no,,,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations); mental/emotional (psychological or mental health challenge or condition resulting from violations); fundamental rights (loss of rights like citizenship, freedom of religion or expression, etc. resulting from violations); economic (loss of income, job/employment, assets, or property resulting from violations)",yes,"compensation (monetary compensation for any economically assessable damage); rehabilitation (UNGA: ""medical and pyschological care as well as legal and social services"")",relatives of victims; victims,no,,,yes,don't know,yes,,1,"955 as of June 28, 2021 (TRRC final report, Vol 16, p 13).",955,less than $1 million USD out of the $4 million USD the TRRC ordered to be distributed,no,,,,2025-12-16
83,Georgia,372,Property Restitution and Compensation for the Victims of Conflict in the Former South Ossetian Autonomous District of Georgia,Property Restitution and Compensation for the Victims of Conflict in the Former South Ossetian Autonomous District of Georgia,Restitution des biens et indemnisation des victimes du conflit dans l'ancien district autonome d'Ossétie du Sud en Géorgie,1989-1992,domestic law,,legislative act,no,2006,2006-05-01,2007,2007-01-01,2010,2010-01-01,,reconciliation; rehabilitation,https://reparations.qub.ac.uk/assets/uploads/Georgia-Property-Restitution-Law-2006.pdf,1,0,1,1,393,0,1,application process,,yes,yes,Commission on Restitution and Compensation,no,,state government,0,0,0,0,0,1,0,,1,no,,,no,"economic (loss of income, job/employment, assets, or property resulting from violations)",yes,"compensation (monetary compensation for any economically assessable damage); restitution (UNGA: ""restore the victim to the original situation before the gross violations of international human rights law or serious violations of international humanitarian law occurred"")",victims,no,,,yes,don't know,no,,0,Policy was never implemented due to war in 2008.,,0,no,,,,2025-12-16
79,Ghana,452,Reparation and Rehabilitation Fund (created by National Reconciliation Commission),Reparation and Rehabilitation Fund (created by National Reconciliation Commission),Fonds de réparation et de réhabilitation (créé par la Commission de réconciliation nationale),"May 6, 1957-January 6, 1993",domestic law; truth commission,,legislative act,no,2004,2004-10-01,2006,2006-10-01,2007,,,prevention of human rights violations; non-recurrence / non-repetition; recognition; accountability; rehabilitation,https://hmcwordpress.humanities.mcmaster.ca/Truthcommissions/wp-content/uploads/2018/10/Ghana.NRC_.Report-FULL.pdf,1,1,1,1,295,0,1,application process; list of victims in the truth commission or recognized truth process,3000,no,yes,Reparation and Rehabilitation Fund,yes,3,state government; domestic donor,1,1,1,0,0,1,1,other; rape,1,yes,yes,yes,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations); mental/emotional (psychological or mental health challenge or condition resulting from violations); economic (loss of income, job/employment, assets, or property resulting from violations)",yes,"compensation (monetary compensation for any economically assessable damage); restitution (UNGA: ""restore the victim to the original situation before the gross violations of international human rights law or serious violations of international humanitarian law occurred""); rehabilitation (UNGA: ""medical and pyschological care as well as legal and social services"")",relatives of victims; victims,yes,"physical infrastructure (e.g. building dams, roads, bridges, or providing clean water, etc); symbolic (memorials, apologies, museums, etc)","experience-based community (group of individuals who share a historical experience); violation-based community (group of individuals who suffered the same form of human rights violation); social identity-based community (group of individuals who share a cultural, ethnic, racial, or other identity)",yes,don't know,no,,1,"2,117",2117,$1.5 million USD,no,,,,2025-12-16
62,Guatemala,90,National Reparation Program (PNR): Governmental Agreement 258-2003,Governmental Agreement 258-2003: National Compensation Program,Accord gouvernemental 258-2003 : Programme national d'indemnisation,"November 13, 1960 – December 29, 1996",domestic law,,executive,no,2003,2003-05-08,2005,2005-01-01,2023,2023-01-01,2023,reconciliation; compensation,https://reparations.qub.ac.uk/assets/uploads/Programa-Nacional-de-Resarcimiento-EN.pdf,1,1,1,1,233,0,1,application process,200000,yes,yes,National Reparations Commission,yes,,state government,1,1,0,1,1,0,1,rape,1,yes,yes,,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations); economic (loss of income, job/employment, assets, or property resulting from violations)",yes,"compensation (monetary compensation for any economically assessable damage); rehabilitation (UNGA: ""medical and pyschological care as well as legal and social services"")",relatives of victims; victims,yes,"physical infrastructure (e.g. building dams, roads, bridges, or providing clean water, etc)",other,yes,no,no,,1,"43,629",43629,USD$89.7 million,yes,,2013,expanded reparations policy,2025-12-16
133,Indonesia,850,Reintegration Program,Reintegration Program,Programme de réintégration,1989-2005,peace agreement,,,yes,2005,,2006,,,,,other (specify below),,1,0,1,1,366,0,1,application process,,yes,yes,Aceh Reintegration Body (Badan Reintegrasi Aceh),,,state government; foreign donor,1,0,0,0,0,0,0,,1,no,,,no,,yes,"compensation (monetary compensation for any economically assessable damage); restitution (UNGA: ""restore the victim to the original situation before the gross violations of international human rights law or serious violations of international humanitarian law occurred""); rehabilitation (UNGA: ""medical and pyschological care as well as legal and social services""); other",victims; other,yes,collective compensation (lump sum provided to a community),violation-based community (group of individuals who suffered the same form of human rights violation),no,no,,,0,,,USD 225.9 million,no,,,,2025-12-16
136,Indonesia,850,Bantuan Medis dan Psikososial,Medical and Psychosocial Assistance,Assistance médicale et psychosociale,,domestic law,,executive; legislative act,no,2006,,2006,,,,,other (specify below),https://peraturan.bpk.go.id/Home/Details/40178/uu-no-13-tahun-2006,1,0,1,1,366,0,1,application process; other,4322,yes,yes,Witness and Victim Protection Agency (LPSK),yes,,state government,1,1,1,1,1,1,0,forced pregnancy; rape; sexual slavery; forced sterilization; forced prostitution,0,no,yes,yes,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations); mental/emotional (psychological or mental health challenge or condition resulting from violations)",yes,"rehabilitation (UNGA: ""medical and pyschological care as well as legal and social services"")",victims; other,no,,,no,no,yes,confidentiality provisions for sensitive topics like sexual and gender-based violence,0,unknown,,n/a,yes,Law No 31 Year 2014 on the Revision of Law on Victims and Witness Protection,2014,,2025-12-16
104,Indonesia,850,Community-based Reintegration Assistance for Conflict Victims (BRA-KDP),Community-based Reintegration Assistance for Conflict Victims,Assistance communautaire à la réintégration des victimes de conflits,1976-2005,domestic law; peace agreement,,executive,yes,2006,,2006,,2007,,,compensation,,1,0,1,1,366,0,1,application process; other,,yes,yes,Aceh Peace-Reintegration Agency (BRA – Badan Reintegrasi Aceh),yes,,state government; foreign donor,0,0,0,1,0,1,0,,1,no,,,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations); mental/emotional (psychological or mental health challenge or condition resulting from violations); economic (loss of income, job/employment, assets, or property resulting from violations)",no,,,yes,"physical infrastructure (e.g. building dams, roads, bridges, or providing clean water, etc); social services (e.g. creating, reforming, and/or funding health or educational services, job training services, legal or housing assistance services, etc., to benefit the victim community[ies]); collective compensation (lump sum provided to a community)",geographic-based group (group of individuals with the same relation to a location),no,don't know,yes,,0,n/a,,USD $20 million,no,,,,2025-12-16
135,Indonesia,850,Aceh Truth and Reconciliation Commission,Aceh Truth and Reconciliation Commission,Commission vérité et réconciliation d'Aceh,4 December 1976 - 15 August 2005,domestic law; truth commission,,executive; legislative act,yes,2013,2013-12-31,2013,2013-12-31,,,,other (specify below),https://www.dropbox.com/s/eq7eap26lp7d5j9/Qanun%20TRC%20Aceh%202013%20English.pdf?dl=0,1,0,1,1,366,0,1,other,77,yes,yes,Aceh Truth and Reconciliation Commission,,,state government; domestic donor; foreign donor,0,0,0,0,0,0,0,,1,no,,,no,,yes,"compensation (monetary compensation for any economically assessable damage); restitution (UNGA: ""restore the victim to the original situation before the gross violations of international human rights law or serious violations of international humanitarian law occurred""); rehabilitation (UNGA: ""medical and pyschological care as well as legal and social services"")",victims,yes,,,yes,don't know,no,confidentiality provisions for sensitive topics like sexual and gender-based violence; other,0,"As of 2019, the TRC had made recommendations that the local government should provide urgent assistance to 77 survivors. It's possible that more people have received reparations since then, and/or have received comprehensive reparations.",,unknown,no,,,,2025-12-16
93,Iraq,645,"Law on Compensation of Victims of War Operations, Military Mistakes and Terrorist Operations (قانون تعويض المتضررين جراء العمليات الحربية واالخطاء العسكرية والعمليات االرھابية)","Law on Compensation of Victims of War Operations, Military Mistakes and Terrorist Operations","Loi sur l'indemnisation des victimes d'opérations de guerre, d'erreurs militaires et d'opérations terroristes",3/20/2003 onwards,domestic law,,executive,no,2009,2009-12-28,,,,,,compensation,https://www.refworld.org/cgi-bin/texis/vtx/rwmain/opendocpdf.pdf?reldoc=y&docid=5e4579204,0,0,1,1,259,1,0,application process,,yes,yes,"Central Committee to Compensate the Victims of War Operations, Military Mistakes and Terrorist Operations",yes,,state government,1,0,0,0,0,0,0,,1,no,,,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations); economic (loss of income, job/employment, assets, or property resulting from violations)",yes,"compensation (monetary compensation for any economically assessable damage); restitution (UNGA: ""restore the victim to the original situation before the gross violations of international human rights law or serious violations of international humanitarian law occurred"")",relatives of victims; victims,no,,,yes,don't know,no,offices located around the country,0,unknown,,420 billion IQD (over US$355 million),no,,,,2025-12-16
99,Ireland,205,"The Remembrance Commission and Scheme of Acknowledgement, Remembrance, and Assistance for Victims in this Jurisdiction of the Conflict in Northern Ireland","The Remembrance Commission and Scheme of Acknowledgement, Remembrance, and Assistance for Victims in this Jurisdiction of the Conflict in Northern Ireland","Commission du souvenir et programme de reconnaissance, de souvenir et d'assistance aux victimes du conflit en Irlande du Nord dans cette juridiction",1969 to unspecified end date,domestic law; peace agreement,,executive,no,2003,,2003,,2008,,,other (specify below),https://www.justice.ie/en/JELR/Pages/Remembrance-Commission-fund,0,0,1,1,315,0,1,application process,,yes,yes,Remembrance Commission,yes,5,state government,1,0,0,0,0,1,0,,1,no,,,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations); mental/emotional (psychological or mental health challenge or condition resulting from violations); economic (loss of income, job/employment, assets, or property resulting from violations)",yes,"compensation (monetary compensation for any economically assessable damage); rehabilitation (UNGA: ""medical and pyschological care as well as legal and social services"")",relatives of victims; victims,yes,"symbolic (memorials, apologies, museums, etc); social services (e.g. creating, reforming, and/or funding health or educational services, job training services, legal or housing assistance services, etc., to benefit the victim community[ies])",experience-based community (group of individuals who share a historical experience),yes,don't know,no,,1,309,309,€6.5 million,no,,,,2025-12-16
131,Japan,740,Compensation for forced sterilisation under the former Eugenic Protection Act,Compensation for forced sterilisation under the former Eugenic Protection Act,Indemnisation pour stérilisation forcée en vertu de l'ancienne loi sur la protection contre l'eugénisme,1948-1996,domestic law,,legislative act,no,2019,2019-04-23,,,,2024-04-23,2024,,policy unavailable,0,0,0,0,,0,0,application process,1049,don't know,yes,"Ministry of Health, Labor, and Welfare",,,state government,0,0,0,0,0,0,1,forced sterilization,0,no,,,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations)",yes,compensation (monetary compensation for any economically assessable damage),victims,yes,"symbolic (memorials, apologies, museums, etc)",violation-based community (group of individuals who suffered the same form of human rights violation),no,don't know,yes,,0,unknown,,unknown,don't know,,,,2025-12-16
